id,grupo,sigla,universidad,pais,url,fecha,axe_version,ok,https,cookies_total_pre,cookies_rastreo_pre,nombres_pre,nombres_rastreo,cmp,banner,title,lang,viewport,skip_link,ax_violaciones,ax_nodos,nodos_A,nodos_AA,nodos_AAA,perceptible,operable,comprensible,robusto,max_nivel_sin_fallo,incompletos,passes
109,mundo,UT Austin,The University of Texas at Austin,EE.UU.,https://www.utexas.edu,2026-08-14T06:56:29.761Z,4.13.0,yes,yes,17,9,_gid | _gat_UA-11887171-8 | _gat_UA-11887171-2 | _ga_PTWC4TZX3W | _ga | _ga_EVFNF1Z4Q4 | CLID | li_sugr | lidc | __cf_bm | _ga_X3HZEK54PC | _ga_4W6P6NJBBS | UserMatchHistory | AnalyticsSyncHistory | bcookie | bscookie | _clck,_gid | _gat_UA-11887171-8 | _gat_UA-11887171-2 | _ga_PTWC4TZX3W | _ga | _ga_EVFNF1Z4Q4 | _ga_X3HZEK54PC | _ga_4W6P6NJBBS | _clck,,no,The University of Texas at Austin,en,yes,yes,1,25,0,0,25,25,0,0,0,AA,3,30
110,mundo,UW,University of Washington,EE.UU.,https://www.washington.edu,2026-08-14T06:56:37.134Z,4.13.0,yes,yes,43,10,_affinity | CLID | _gcl_au | _ga | _ga_3T65WK0BM8 | ab | u | rlas3 | _ga_JLHM9WH4JV | _clck | IDE | nmstat | test_cookie | li_sugr | _fbp | lidc | __cf_bm | _ce.s | _clsk | UserMatchHistory | AnalyticsSyncHistory | bcookie | bscookie | _mkto_trk | TDID | TDCPM | ssi | _ssuma | demdex | _cc_dc | _cc_id | _cc_cc | _cc_aud | TapAd_TS | TapAd_DID | mautic_device_id | mtc_id | mtc_sid | mtc_id | mtc_sid | mautic_device_id | TapAd_3WAY_SYNCS | dpm,_gcl_au | _ga | _ga_3T65WK0BM8 | _ga_JLHM9WH4JV | _clck | IDE | nmstat | test_cookie | _fbp | _clsk,,no,UW Homepage,en,yes,yes,3,11,1,7,3,3,7,0,1,ninguno,3,27
111,mundo,NTU,Nanyang Technological University,Singapur,https://www.ntu.edu.sg,2026-08-14T06:56:46.838Z,4.13.0,yes,yes,12,9,_gcl_au | _ttp | __stid | __stidv | uid | _ga | _ga_8LPDJ1LB78 | IDE | _ga_DWDBVB5J8J | _ga_PWNJKZG9MN | _ga_DX9Q4KPWT3 | _ga_NP4QFYPSX6,_gcl_au | _ttp | _ga | _ga_8LPDJ1LB78 | IDE | _ga_DWDBVB5J8J | _ga_PWNJKZG9MN | _ga_DX9Q4KPWT3 | _ga_NP4QFYPSX6,,yes,Nanyang Technological University - NTU Singapore,en,yes,no,4,17,7,3,7,8,9,0,0,ninguno,2,32
112,mundo,McGill,McGill University,Canadá,https://www.mcgill.ca,2026-08-14T06:56:52.502Z,4.13.0,yes,yes,0,0,,,,no,Azure WAF,,yes,no,3,3,2,1,0,2,0,1,0,ninguno,0,12
113,mundo,CUHK,The Chinese University of Hong Kong,Hong Kong,https://www.cuhk.edu.hk/english/index.html,2026-08-14T06:57:04.737Z,4.13.0,yes,yes,19,10,__utma | __utmc | __utmz | __utmt | __utmb | CLID | _ga | _ga_3VWFFZCDJ6 | _fbp | li_sugr | bcookie | lidc | __cf_bm | UserMatchHistory | AnalyticsSyncHistory | bscookie | _clck | _clsk | show1stPhoto_en,__utma | __utmc | __utmz | __utmt | __utmb | _ga | _ga_3VWFFZCDJ6 | _fbp | _clck | _clsk,,no,The Chinese University of Hong Kong,en,yes,no,6,46,6,10,30,33,11,0,2,ninguno,2,28
114,mundo,CMU,Carnegie Mellon University,EE.UU.,https://www.cmu.edu,2026-08-14T06:57:14.042Z,4.13.0,yes,yes,13,7,AWSALB | AWSALBCORS | CLID | _clck | OptanonConsent | _ga | _gcl_au | test_cookie | ipCheckCompleted | _clsk | _ga_1XQYSMEBVE | SM | MUID,_clck | _ga | _gcl_au | test_cookie | _clsk | _ga_1XQYSMEBVE | MUID,OneTrust,yes,Carnegie Mellon University | CMU,en,yes,yes,2,3,1,0,2,2,1,0,0,ninguno,5,28
115,mundo,Wisconsin,University of Wisconsin-Madison,EE.UU.,https://www.wisc.edu,2026-08-14T06:57:21.610Z,4.13.0,yes,yes,6,4,_ga_D04HXCEERG | _ga | _ga | _ga_PLJ9E3ZY82 | ELOQUA | ELQSTATUS,_ga_D04HXCEERG | _ga | _ga | _ga_PLJ9E3ZY82,,yes,University of Wisconsin–Madison,en,yes,yes,1,45,0,0,45,45,0,0,0,AA,2,33
116,mundo,USTC,University of Science and Technology of China,China,https://en.ustc.edu.cn,2026-08-14T06:57:29.155Z,4.13.0,yes,yes,5,3,JSESSIONID | HMACCOUNT_BFESS | Hm_lvt_1c599d6edf63923fd73ae82fd7293a24 | Hm_lpvt_1c599d6edf63923fd73ae82fd7293a24 | HMACCOUNT,Hm_lvt_1c599d6edf63923fd73ae82fd7293a24 | Hm_lpvt_1c599d6edf63923fd73ae82fd7293a24 | HMACCOUNT,,no,University of Science and Technology of China,,yes,no,5,12,11,1,0,3,7,1,1,ninguno,2,22
117,mundo,WUSTL,Washington University in St. Louis,EE.UU.,https://washu.edu,2026-08-14T06:57:38.923Z,4.13.0,yes,yes,14,12,__cf_bm | _ga_T94ZQ4ENLH | _ga | utag_main__sn | utag_main__se | utag_main__ss | utag_main__st | utag_main_ses_id | utag_main__pn | utag_main_v_id | utag_main_dc_visit | utag_main_dc_event | TAPID | utag_main_dc_region,_ga_T94ZQ4ENLH | _ga | utag_main__sn | utag_main__se | utag_main__ss | utag_main__st | utag_main_ses_id | utag_main__pn | utag_main_v_id | utag_main_dc_visit | utag_main_dc_event | utag_main_dc_region,,no,Home | WashU,en-US,yes,yes,3,26,5,0,21,21,4,0,1,ninguno,5,29
118,mundo,Monash,Monash University,Australia,https://www.monash.edu,2026-08-14T06:57:46.621Z,4.13.0,yes,yes,12,3,dxp-sessionid | __cf_bm | __cf_bm | __Secure-YNID | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-ROLLOUT_TOKEN | AWSALB | AWSALBCORS | TAPID | utag_main,YSC | VISITOR_INFO1_LIVE | utag_main,,yes,Monash University | Study at Monash Uni | Melbourne,en,yes,yes,2,18,0,1,17,18,0,0,0,A,3,26
119,mundo,SNU,Seoul National University,Corea del Sur,https://en.snu.ac.kr,2026-08-14T06:57:59.485Z,4.13.0,yes,yes,3,2,THESESSID | _ga_PVQ4G3Z4TR | _ga,_ga_PVQ4G3Z4TR | _ga,,no,Seoul National University,en,yes,yes,3,22,0,14,8,22,0,0,0,A,3,28
120,mundo,Heidelberg,Heidelberg University,Alemania,https://www.uni-heidelberg.de/en,2026-08-14T06:58:10.314Z,4.13.0,yes,yes,2,0,d60c1da73e120cb71d18e08fbc35afe3 | da776df753268d07de909818ad8a1544,,,no,Heidelberg University,en,yes,yes,2,68,1,0,67,67,0,0,1,ninguno,2,30
121,mundo,HKUST,Hong Kong University of Science and Technology,Hong Kong,https://hkust.edu.hk/,2026-08-14T06:58:23.160Z,4.13.0,yes,yes,4,4,_gid | _gat_UA-126519042-1 | _ga_472DPMG63L | _ga,_gid | _gat_UA-126519042-1 | _ga_472DPMG63L | _ga,,no,The Hong Kong University of Science and Technology ｜World's Top 50 Universities｜Leading Research Excellence,en,yes,yes,6,20,14,6,0,13,5,0,2,ninguno,4,30
122,mundo,Karolinska,Karolinska Institutet,Suecia,https://ki.se/en,2026-08-14T06:58:34.425Z,4.13.0,yes,yes,2,0,TS01b184ef | TS0140e68c,,,no,Karolinska Institutet - a medical university,en,yes,yes,5,7,4,2,1,2,2,0,3,ninguno,2,31
123,mundo,TU Delft,Delft University of Technology,Países Bajos,https://www.tudelft.nl/en/,2026-08-14T06:58:46.306Z,4.13.0,yes,yes,1,0,aff_de7c812cb,,Cookiebot,yes,Delft University of Technology | TU Delft | Challenge. Change. Impact!,en,yes,yes,3,23,0,22,1,18,5,0,0,A,2,32
124,mundo,ANU,Australian National University,Australia,https://www.anu.edu.au/,2026-08-14T06:58:56.145Z,4.13.0,yes,yes,10,4,COOKIE-TERRA-WEB | _twpid | muc_ads | __cf_bm | personalization_id | __cf_bm | _fbp | _ga_E1GV4NJHV2 | _ga | OptanonConsent,personalization_id | _fbp | _ga_E1GV4NJHV2 | _ga,OneTrust,yes,The Australian National University,en,yes,yes,1,1,0,0,1,1,0,0,0,AA,4,30
125,mundo,KU Leuven,KU Leuven,Bélgica,https://www.kuleuven.be/english/,2026-08-14T06:59:05.365Z,4.13.0,yes,yes,6,0,TFC_ffbae7d2 | 7c8af743263edff54f7c25437f0abf9c4d5d416b8af5a8ab8dd648709c75c760 | TFC_fbfdc4f4 | TFC_7ab33d2b | 7c8af743263edff54f7c25437f0abf9c4d5d416b8af5a8ab8dd648709c75c760 | OptanonConsent,,OneTrust,yes,KU Leuven,en,yes,no,3,5,1,3,1,5,0,0,0,ninguno,2,32
126,mundo,Queensland,The University of Queensland,Australia,https://www.uq.edu.au/,2026-08-14T06:59:16.188Z,4.13.0,yes,yes,28,13,_gcl_au | CLID | li_sugr | bcookie | lidc | __cf_bm | UserMatchHistory | AnalyticsSyncHistory | bscookie | IDE | uqlb | _ga_QG0JXDMRML | _ga | _hjSessionUser_2849117 | _hjSession_2849117 | MUID | MR | _fbp | _clck | _uetsid | _uetvid | _clsk | MR | SRM_B | SM | MUID | MR | ANONCHK,_gcl_au | IDE | _ga_QG0JXDMRML | _ga | _hjSessionUser_2849117 | _hjSession_2849117 | MUID | _fbp | _clck | _uetsid | _uetvid | _clsk | MUID,,no,The University of Queensland,en,yes,yes,2,13,1,0,12,13,0,0,0,ninguno,2,28
